Electorate	Date	Candidate	Party	Votes	Elected	IncumbentOverride
Invercargill	11/30/1963	Hutton-Potts RM	LIB	1064	0	
Invercargill	11/30/1963	Steele DL	Social Credit	815	0	
Island Bay	11/30/1963	Nordmeyer AH	Labour	8372	1	
Island Bay	11/30/1963	Curry FF	National	5984	0	
Island Bay	11/30/1963	Cameron JA	Social Credit	711	0	
Island Bay	11/30/1963	Smith RJ	C	164	0	
Karori	11/30/1963	Marshall JR	National	10312	1	
Karori	11/30/1963	Spry SK	Labour	6292	0	
Karori	11/30/1963	Daniel BT	Social Credit	677	0	
Lyttelton	11/30/1963	Kirk NE	Labour	9539	1	
Lyttelton	11/30/1963	Flint TD	National	6862	0	
Lyttelton	11/30/1963	Munnings C	Social Credit	1249	0	
Manawatu	11/30/1963	Tennent WB	National	7404	1	
Manawatu	11/30/1963	Fischer LT	Labour	4891	0	
Manawatu	11/30/1963	O'Brien JB	Social Credit	1914	0	
Manukau	11/30/1963	Moyle CJ	Labour	7768	1	
Manukau	11/30/1963	Pryor HC	National	7009	0	
Manukau	11/30/1963	Jordon FC	Social Credit	629	0	
Manukau	11/30/1963	Gough RB	C	173	0	
Manurewa	11/30/1963	Amos PA	Labour	8988	1	
Manurewa	11/30/1963	Gotz Leon	National	7464	0	
Manurewa	11/30/1963	Higham TWG	Social Credit	956	0	
Manurewa	11/30/1963	McLeod HJ	C	109	0	
Marlborough	11/30/1963	Shand TP	National	7663	1	
Marlborough	11/30/1963	Kenyon WG	Labour	5552	0	
Marlborough	11/30/1963	Kerr GR	Social Credit	2033	0	
Marsden	11/30/1963	McKay DM	National	8885	1	
Marsden	11/30/1963	Lewis OJ	Labour	4943	0	
Marsden	11/30/1963	Rawson JG	Social Credit	2252	0	
Miramar	11/30/1963	Fox WA	Labour	8465	1	
Miramar	11/30/1963	Young WL	National	8049	0	
Miramar	11/30/1963	Johnson G	Social Credit	662	0	
Mt Albert	11/30/1963	Freer WW	Labour	8618	1	
Mt Albert	11/30/1963	Reid JL	National	5600	0	
Mt Albert	11/30/1963	Weal TK	Social Credit	1058	0	
Mt Albert	11/30/1963	Christie WE	LIB	478	0	
Napier	11/30/1963	Edwards JG	Labour	8438	1	
Napier	11/30/1963	Haskell DO	National	7653	0	
Napier	11/30/1963	Frampton AE	Social Credit	638	0	
Nelson	11/30/1963	Whitehead SA	Labour	8590	1	
Nelson	11/30/1963	Malone PH	National	5980	0	
Nelson	11/30/1963	Nicholls CB	Social Credit	1503	0	
New Lynn	11/30/1963	Mason HGR	Labour	8272	1	
New Lynn	11/30/1963	McLeod CA	National	5220	0	
New Lynn	11/30/1963	Monteith NR	Social Credit	1292	0	
New Lynn	11/30/1963	Foulds J	C	165	0	
New Plymouth	11/30/1963	Aderman EP	National	8535	1	
New Plymouth	11/30/1963	Barclay RM	Labour	8061	0	
North Shore	11/30/1963	Eyre DJ	National	9301	1	
North Shore	11/30/1963	Keeling RA	Labour	6544	0	
North Shore	11/30/1963	Hill EE	Social Credit	755	0	
North Shore	11/30/1963	Pas ley JE	LIB	234	0	
Northern Maori	11/30/1963	Rata M	Labour	5965	1	
Northern Maori	11/30/1963	Henare JCT	National	3842	0	
Northern Maori	11/30/1963	Clarke W	Social Credit	374	0	
Northern Maori	11/30/1963	Birch B	I	40	0	
Onehunga	11/30/1963	Watt H	Labour	9567	1	
Onehunga	11/30/1963	Mason JP	National	4440	0	
Onehunga	11/30/1963	Leitch JC	Social Credit	741	0	
Onehunga	11/30/1963	Lauder WF	LIB	274	0	
Onehunga	11/30/1963	Hieatt SH	C	132	0	
Otago	11/30/1963	George JH	National	8388	1	
Otago	11/30/1963	Rodger SJ	Labour	5713	0	
Otaki	11/30/1963	McCready A	National	8950	1	
Otaki	11/30/1963	McDonald GN	Labour	5936	0	
Otaki	11/30/1963	Nixon AJ	Social Credit	1634	0	
Otaki	11/30/1963	Liddell OP	LIB	378	0	
Pahiatua	11/30/1963	Holyoake KJ	National	9039	1	
Pahiatua	11/30/1963	Hemmingsen EJ	Labour	3306	0	
Pahiatua	11/30/1963	Marks OR	Social Credit	1411	0	
Pakuranga	11/30/1963	Tizard RJ	Labour	8394	1	
Pakuranga	11/30/1963	Neville-White RM	National	6379	0	
Pakuranga	11/30/1963	Wreaks TR	Social Credit	690	0	
Pakuranga	11/30/1963	Smith LR	C	104	0	
Palmerston North	11/30/1963	Brown WH	National	8047	1	
Palmerston North	11/30/1963	Skoglund POS	Labour	7275	0	
Palmerston North	11/30/1963	Greenwood TA	Social Credit	815	0	
Palmerston North	11/30/1963	Pedley RJ	LIB	165	0	
Palmerston North	11/30/1963	Allison GA	C	58	0	
Petone	11/30/1963	Moohan M	Labour	8875	1	
Petone	11/30/1963	Love PM	National	6427	0	
Petone	11/30/1963	Foulger TF	Social Credit	688	0	
Petone	11/30/1963	Stancliff CG	I	175	0	
Piako	11/30/1963	Sim GF	National	8105	1	
Piako	11/30/1963	Shewan NRD	Labour	2579	0	
Piako	11/30/1963	Barrowclough ME	Social Credit	1282	0	
Piako	11/30/1963	Annals RB	LIB	520	0	
Porirua	11/30/1963	May HLJ	Labour	8096	1	
Porirua	11/30/1963	Miller JW	National	4935	0	
Porirua	11/30/1963	Hart DT	Social Credit	767	0	
Porirua	11/30/1963	Heptingall TJ	C	159	0	
Raglan	11/30/1963	Carter DJ	National	7251	1	
Raglan	11/30/1963	Uttinger HJ	Labour	5401	0	
Raglan	11/30/1963	Devcich JV	Social Credit	1038	0	
Raglan	11/30/1963	Jones UVL	LIB	332	0	
Raglan	11/30/1963	Crook HW	C	114	0	
Rangiora	11/30/1963	Pickering HEL	National	7556	1	
Rangiora	11/30/1963	Tirikatene TWH	Labour	6131	0	
Rangiora	11/30/1963	Clark J	Social Credit	1040	0	
Rangitikei	11/30/1963	Shelton NL	National	7898	1	
Rangitikei	11/30/1963	Wiseman RJ	Labour	3591	0	
Rangitikei	11/30/1963	Needham FM	Social Credit	1867	0	
Remuera	11/30/1963	Algie RM	National	10772	1	
Remuera	11/30/1963	Goodall FN	Labour	3771	0	
Remuera	11/30/1963	Clark MM	Social Credit	672	0	
Remuera	11/30/1963	Addison OA	LIB	602	0	
Riccarton	11/30/1963	Connelly MA	Labour	8670	1	
Riccarton	11/30/1963	Wilson IGB	National	6120	0	
Riccarton	11/30/1963	Cullen CE	Social Credit	1101	0	
Rodney	11/30/1963	Scott WJ	National	8065	1	
Rodney	11/30/1963	Pickett CM	Labour	3745	0	
Rodney	11/30/1963	McConachy NC	Social Credit	2855	0	
Roskill	11/30/1963	Faulkner AJ	Labour	9207	1	
Roskill	11/30/1963	Tucker TJL	National	5991	0	
Roskill	11/30/1963	Howie RWH	Social Credit	749	0	
Roskill	11/30/1963	Rose L	LIB	273	0	
Roskill	11/30/1963	Hegman RG	C	137	0	
Rotorua	11/30/1963	Lapwood HR	National	7623	1	
Rotorua	11/30/1963	Cranston JP	Labour	5406	0	
Rotorua	11/30/1963	Lamason EJ	Social Credit	1485	0	
Selwyn	11/30/1963	McAlpine JK	National	8164	1	
Selwyn	11/30/1963	Smith FE	Labour	4793	0	
Selwyn	11/30/1963	Morton RH	Social Credit	942	0	
Selwyn	11/30/1963	May EL	LIB	572	0	
Southern Maori	11/30/1963	Tirikatene Eruera	Labour	6065	1	
Southern Maori	11/30/1963	Couch MBW	National	1087	0	
Southern Maori	11/30/1963	Bristow R	YM	387	0	
Southern Maori	11/30/1963	Niania ME	Social Credit	299	0	
St Albans	11/30/1963	Walker HJ	National	9228	1	
St Albans	11/30/1963	Palmer J	Labour	6727	0	
St Albans	11/30/1963	Flint CG Miss	Social Credit	718	0	
St Kilda	11/30/1963	Fraser WA	Labour	9152	1	
St Kilda	11/30/1963	Marlow KJ	National	6555	0	
St Kilda	11/30/1963	Lumsden AJ	Social Credit	1301	0	
Stratford	11/30/1963	Thomson DS	National	8050	1	
Stratford	11/30/1963	McLafferty J	Labour	3460	0	
Stratford	11/30/1963	Tuffery LB	Social Credit	1781	0	
Sydenham	11/30/1963	Howard MB	Labour	9745	1	
Sydenham	11/30/1963	Quigley DF	National	4346	0	
Sydenham	11/30/1963	Pounsford JE	Social Credit	1730	0	
Tamaki	11/30/1963	Muldoon RD	National	9645	1	
Tamaki	11/30/1963	Finch N	Labour	5891	0	
Tamaki	11/30/1963	Richards JF	Social Credit	382	0	
Tamaki	11/30/1963	Allen RA	LIB	307	0	
Tamaki	11/30/1963	McEwan D	C	94	0	
Taupo	11/30/1963	Stevenson RM	National	5995	1	
Taupo	11/30/1963	Ingram AJ	Labour	5720	0	
Taupo	11/30/1963	Watson CR	Social Credit	1093	0	
Tauranga	11/30/1963	Walsh GA	National	8738	1	
Tauranga	11/30/1963	Hardaker GWS	Labour	4193	0	
Tauranga	11/30/1963	Johnson RW	Social Credit	2670	0	
Timaru	11/30/1963	Arthur Basil	Labour	9334	1	
Timaru	11/30/1963	O'Reilly MJ	National	6503	0	
Timaru	11/30/1963	Hayes MJ	Social Credit	729	0	
Waimarino	11/30/1963	Jack RE	National	6673	1	
Waimarino	11/30/1963	Smuts-Kennedy OE	Labour	4888	0	
Waimarino	11/30/1963	Mullins TG	Social Credit	1721	0	
Waimarino	11/30/1963	Duggan J	LIB	247	0	
Waipa	11/30/1963	Munro Leslie	National	7260	1	
Waipa	11/30/1963	Little RN	Labour	4095	0	
Waipa	11/30/1963	Young RG	Social Credit	1217	0	
Waipa	11/30/1963	Bourke WJ	LIB	644	0	
Wairarapa	11/30/1963	Donald HV	National	7100	1	
Wairarapa	11/30/1963	Williams JH	Labour	6599	0	
Wairarapa	11/30/1963	Crawford REC	Social Credit	1154	0	
Waitakere	11/30/1963	Finlay AM	Labour	8751	1	
Waitakere	11/30/1963	Nash HA	National	5856	0	
Waitakere	11/30/1963	Sutherland GE	Social Credit	1079	0	
Waitakere	11/30/1963	Warden AC	LIB	216	0	
Waitakere	11/30/1963	Wilcox VG	C	144	0	
Waitaki	11/30/1963	Dick AD	National	8505	1	
Waitaki	11/30/1963	Lysaght KS	Labour	6486	0	
Waitaki	11/30/1963	Julius WJ	Social Credit	1184	0	
Waitemata	11/30/1963	King NJ	Labour	9686	1	
Waitemata	11/30/1963	Pugh AGE	National	6767	0	
Waitemata	11/30/1963	Jordan BA	Social Credit	954	0	
Waitemata	11/30/1963	Holmes BJ	C	164	0	
Waitomo	11/30/1963	Seath DC	National	7781	1	
Waitomo	11/30/1963	Brown HC	Labour	3126	0	
Waitomo	11/30/1963	Barber JR	Social Credit	1301	0	
Waitomo	11/30/1963	Stratford NH	LIB	862	0	
Wallace	11/30/1963	Talboys BE	National	9013	1	
Wallace	11/30/1963	Reid JS	Labour	3273	0	
Wallace	11/30/1963	Williams FJ	Social Credit	1088	0	
Wallace	11/30/1963	Stevens VD	LIB	828	0	
Wellington Central	11/30/1963	Riddiford DJ	National	8852	1	
Wellington Central	11/30/1963	Kitts FJ	Labour	7344	0	
Wellington Central	11/30/1963	Grooby DT	Social Credit	409	0	
Wellington Central	11/30/1963	Stanton KSC	C	111	0	
Wellington Central	11/30/1963	Trewby H	I	92	0	
Western Maori	11/30/1963	Ratana IM	Labour	7795	1	
Western Maori	11/30/1963	Hurunui-Jones PT	National	2699	0	
Westland	11/30/1963	Blanchfield P	Labour	8672	1	
Westland	11/30/1963	Reynolds WA	National	3747	0	
Westland	11/30/1963	Fraser IM	Social Credit	1680	0	
Westland	11/30/1963	Mitchell RH	C	165	0	
Whanganui	11/30/1963	Spooner GA	Labour	7430	1	
Whanganui	11/30/1963	Grace JTH	National	6033	0	
Whanganui	11/30/1963	Dempsey PJ	Social Credit	2593	0	
Ashburton	11/26/1966	Talbot RLG	National	7462	1	
Ashburton	11/26/1966	Srhoy AJ	Labour	6479	0	
Ashburton	11/26/1966	Barwood AW	Social Credit	2054	0	
Auckland Central	11/26/1966	Douglas NV	Labour	6103	1	
Auckland Central	11/26/1966	Quinn MB	National	3541	0	
Auckland Central	11/26/1966	Burke JR	Social Credit	1043	0	
Avon	11/26/1966	Mathison J	Labour	9069	1	
Avon	11/26/1966	Dawson JR	National	3837	0	
Avon	11/26/1966	Barrow IWW	Social Credit	2515	0	
Awarua	11/26/1966	Grieve GG	National	7033	1	
Awarua	11/26/1966	Booker ME	LIB	3811	0	
Awarua	11/26/1966	McNaughton D	Social Credit	3209	0	
Bay of Plenty	11/26/1966	Allen PB	National	7188	1	
Bay of Plenty	11/26/1966	Fischer LT	Labour	3522	0	
Bay of Plenty	11/26/1966	Knox AE	Social Credit	2749	0	
Buller	11/26/1966	Rowling WE	Labour	6510	1	
Buller	11/26/1966	King EW	National	4688	0	
Buller	11/26/1966	Dogier WPB	Social Credit	2286	0	
Christchurch Central	11/26/1966	MacFarlane RM	Labour	6771	1	
Christchurch Central	11/26/1966	Francis FWP	National	5362	0	
Christchurch Central	11/26/1966	Thomson LW	Social Credit	1455	0	
Christchurch Central	11/26/1966	Locke JC	C	138	0	
Clutha	11/26/1966	Gordon JB	National	7596	1	
Clutha	11/26/1966	McKay LJ	Labour	4284	0	
Clutha	11/26/1966	McMullan PJJ	Social Credit	2490	0	
Dunedin Central	11/26/1966	MacDonell BP	Labour	7557	1	
Dunedin Central	11/26/1966	Farry JE	National	6312	0	
Dunedin Central	11/26/1966	Aberdeen C	Social Credit	1687	0	
Dunedin North	11/26/1966	McMillan EE	Labour	8079	1	
Dunedin North	11/26/1966	Gerard GB	National	5246	0	
Dunedin North	11/26/1966	Fagg AW	Social Credit	2052	0	
Eastern Maori	11/26/1966	Watene PT	Labour	6537	1	
Eastern Maori	11/26/1966	Reedy HT	National	3416	0	
Eastern Maori	11/26/1966	Paul CM	Social Credit	1158	0	
Eden	11/26/1966	Rae J	National	7502	1	
Eden	11/26/1966	Stewart JW	Labour	4954	0	
Eden	11/26/1966	Tansfield TRC	Social Credit	1288	0	
Egmont	11/26/1966	Young VS	National	6279	1	
Egmont	11/26/1966	Johnston HN	Social Credit	3017	0	
Egmont	11/26/1966	Vallely DC	Labour	2560	0	
Egmont	11/26/1966	Finer FW	I	1005	0	
Fendalton	11/26/1966	Lake HR	National	8850	1	
Fendalton	11/26/1966	Barclay BG	Labour	6579	0	
Fendalton	11/26/1966	Forster JJ	Social Credit	1803	0	
Franklin	11/26/1966	Allen AE	National	7343	1	
Franklin	11/26/1966	Waishing R	Labour	2260	0	
Franklin	11/26/1966	Wheeler TA	Social Credit	1907	0	
Franklin	11/26/1966	Muir MJ	ID	1419	0	
Gisborne	11/26/1966	Tombleson EI	National	7495	1	
Gisborne	11/26/1966	MacDonald R	Labour	6063	0	
Gisborne	11/26/1966	Phin PK	Social Credit	2077	0	
Grey Lynn	11/26/1966	MacDonald RL	Labour	8329	1	
Grey Lynn	11/26/1966	Nash HA	National	3930	0	
Grey Lynn	11/26/1966	Ross WA	Social Credit	1523	0	
Grey Lynn	11/26/1966	McAra PWG	C	152	0	
Hamilton	11/26/1966	Adams-Schneider LR	National	7368	1	
Hamilton	11/26/1966	Reese RD	Labour	5143	0	
Hamilton	11/26/1966	Bethune DRP	Social Credit	2629	0	
Hastings	11/26/1966	MacIntyre D	National	8626	1	
Hastings	11/26/1966	Davies SML	Labour	6497	0	
Hastings	11/26/1966	Whitcombe GN	Social Credit	1695	0	
Hauraki	11/26/1966	Kinsella AE	National	6561	1	
Hauraki	11/26/1966	Uttinger HJ	Labour	4225	0	
Hauraki	11/26/1966	Mackey RS	Social Credit	3316	0	
Hawkes Bay	11/26/1966	Harrison JR	National	7333	1	
Hawkes Bay	11/26/1966	Evans LK	Labour	3418	0	
Hawkes Bay	11/26/1966	Bullock A	Social Credit	2255	0	
Heretaunga	11/26/1966	Bailey RL	Labour	8572	1	
Heretaunga	11/26/1966	Ross TA	National	5925	0	
Heretaunga	11/26/1966	Ritzema BC	Social Credit	2111	0	
Heretaunga	11/26/1966	Burgess RL	DUI	138	0	
Hobson	11/26/1966	Cracknell VF	Social Credit	6791	1	
Hobson	11/26/1966	Sloane LF	National	6301	0	
Hobson	11/26/1966	Srhoj M	Labour	1040	0	
Hutt	11/26/1966	Nash Walter	Labour	7861	1	
Hutt	11/26/1966	Kennedy-Good J	National	5912	0	
Hutt	11/26/1966	Dalglish CB	Social Credit	1431	0	
Invercargill	11/26/1966	Hanan JR	National	7626	1	
Invercargill	11/26/1966	Valentine LN	Labour	5230	0	
Invercargill	11/26/1966	Steele DL	Social Credit	2611	0	
Island Bay	11/26/1966	Nordmeyer AH	Labour	7267	1	
Island Bay	11/26/1966	Goldsmith AS	National	4461	0	
Island Bay	11/26/1966	Marshall KA	Social Credit	1487	0	
Island Bay	11/26/1966	Cameron JA	DUI	174	0	
Island Bay	11/26/1966	Smith RJ	C	139	0	
Karori	11/26/1966	Marshall JR	National	10961	1	
Karori	11/26/1966	Blizard PJ	Labour	5691	0	
Karori	11/26/1966	Dickson SL	Social Credit	1798	0	
Lyttelton	11/26/1966	Kirk NE	Labour	9045	1	
Lyttelton	11/26/1966	De Latour GPA	National	6924	0	
Lyttelton	11/26/1966	Munnings C	Social Credit	1424	0	
Manawatu	11/26/1966	Gandar LW	National	7079	1	
Manawatu	11/26/1966	Hemmingsen EJ	Labour	4781	0	
Manawatu	11/26/1966	O'Brien JB	Social Credit	2930	0	
Manukau	11/26/1966	Moyle CJ	Labour	8796	1	
Manukau	11/26/1966	Peers ML	National	6068	0	
Manukau	11/26/1966	Jordon FC	Social Credit	1609	0	
Manukau	11/26/1966	Mill SM	I	207	0	
Manukau	11/26/1966	Smith LR	C	86	0	
Manurewa	11/26/1966	Amos PA	Labour	9725	1	
Manurewa	11/26/1966	Kimpton BF	National	7336	0	
Manurewa	11/26/1966	Higham TWG	Social Credit	2346	0	
Manurewa	11/26/1966	Hieatt SH	C	147	0	
Marlborough	11/26/1966	Shand TP	National	7216	1	
Marlborough	11/26/1966	Wall GA	Labour	6484	0	
Marlborough	11/26/1966	Kerr GR	Social Credit	1943	0	
Marsden	11/26/1966	McKay DM	National	8907	1	
Marsden	11/26/1966	Lewis OJ	Labour	4830	0	
Marsden	11/26/1966	Rawson JG	Social Credit	3686	0	
Marsden	11/26/1966	Graham R	LOY	101	0	
Miramar	11/26/1966	Young WL	National	7767	1	
Miramar	11/26/1966	Fox WA	Labour	7621	0	
Miramar	11/26/1966	Morgan FJC	Social Credit	1259	0	
Mt Albert	11/26/1966	Freer WW	Labour	7359	1	
Mt Albert	11/26/1966	Hibbert TD	National	4705	0	
Mt Albert	11/26/1966	Weal TK	Social Credit	2270	0	
Napier	11/26/1966	Christie G	Labour	8088	1	
Napier	11/26/1966	Kidson M	National	7695	0	
Napier	11/26/1966	Hollands RK	Social Credit	1850	0	
Nelson	11/26/1966	Whitehead SA	Labour	7777	1	
Nelson	11/26/1966	Slack EB	National	5732	0	
Nelson	11/26/1966	Nicholls CB	Social Credit	3250	0	
New Lynn	11/26/1966	Hunt JL	Labour	8598	1	
New Lynn	11/26/1966	Lynch KP	National	4871	0	
New Lynn	11/26/1966	Monteith NR	Social Credit	2372	0	
New Lynn	11/26/1966	Foulds J	C	152	0	
New Plymouth	11/26/1966	Barclay RM	Labour	8073	1	
New Plymouth	11/26/1966	Clark BE	National	7995	0	
New Plymouth	11/26/1966	Mullins TG	Social Credit	1129	0	
North Shore	11/26/1966	Gair GF	National	8240	1	
North Shore	11/26/1966	Bassett MER	Labour	7132	0	
North Shore	11/26/1966	Hill EE	Social Credit	1418	0	
Northern Maori	11/26/1966	Rata M	Labour	5926	1	
Northern Maori	11/26/1966	Wilcox FR	National	1629	0	
Northern Maori	11/26/1966	Wairua PR	Social Credit	1212	0	
Onehunga	11/26/1966	Watt H	Labour	8361	1	
Onehunga	11/26/1966	Double DTL	National	4096	0	
Onehunga	11/26/1966	Robinson J	Social Credit	1828	0	
Otago	11/26/1966	George JH	National	7060	1	
Otago	11/26/1966	Griffiths BO	Labour	4755	0	
Otago	11/26/1966	Jones GI	Social Credit	2571	0	
Otaki	11/26/1966	McCready A	National	9193	1	
Otaki	11/26/1966	Herbert GW	Labour	5618	0	
Otaki	11/26/1966	Nixon AJ	Social Credit	3587	0	
Pahiatua	11/26/1966	Holyoake KJ	National	7914	1	
Pahiatua	11/26/1966	OÍBrien FM	Labour	2623	0	
Pahiatua	11/26/1966	Morrow JH	Social Credit	2207	0	
Pahiatua	11/26/1966	Cheer RE	I	71	0	
Pakuranga	11/26/1966	Tizard RJ	Labour	9380	1	
Pakuranga	11/26/1966	Thompson VD	National	7121	0	
Pakuranga	11/26/1966	Wreaks TR	Social Credit	1588	0	
Pakuranga	11/26/1966	Moosman JE	FMP	71	0	
Palmerston North	11/26/1966	Brown WH	National	7865	1	
Palmerston North	11/26/1966	Walding JA	Labour	7606	0	
Palmerston North	11/26/1966	Thew G	Social Credit	1620	0	
Petone	11/26/1966	Moohan M	Labour	8301	1	
Petone	11/26/1966	Miller JW	National	5694	0	
Petone	11/26/1966	Whitmill CJ	Social Credit	1929	0	
Piako	11/26/1966	Luxton JF	National	6974	1	
Piako	11/26/1966	Barrowclough ME	Social Credit	3090	0	
Piako	11/26/1966	Smith MR	Labour	2340	0	
Porirua	11/26/1966	May HLJ	Labour	7807	1	
Porirua	11/26/1966	Stevenson CRB	National	5879	0	
Porirua	11/26/1966	Blackwell RO	Social Credit	1335	0	
Porirua	11/26/1966	Manson JA	C	161	0	
Raglan	11/26/1966	Carter DJ	National	7288	1	
Raglan	11/26/1966	Little RN	Labour	5629	0	
Raglan	11/26/1966	Murphy JW	Social Credit	2571	0	
Raglan	11/26/1966	Crook HW	C	94	0	
Rangiora	11/26/1966	Pickering HEL	National	7338	1	
Rangiora	11/26/1966	Tirikatene MissTWM	Labour	6381	0	
Rangiora	11/26/1966	Bere JA	Social Credit	1598	0	
Rangitikei	11/26/1966	Shelton NL	National	7375	1	
Rangitikei	11/26/1966	Wiseman RJ	Labour	3370	0	
Rangitikei	11/26/1966	Smith J	Social Credit	2396	0	
Remuera	11/26/1966	Highet DA	National	10127	1	
Remuera	11/26/1966	Nairn WC	Labour	3467	0	
Remuera	11/26/1966	Clark MM	Social Credit	1651	0	
Riccarton	11/26/1966	Connelly MA	Labour	8834	1	
Riccarton	11/26/1966	Wilson IGB	National	6109	0	
Riccarton	11/26/1966	Cullen CE	Social Credit	1989	0	
Rodney	11/26/1966	Scott WJ	National	7155	1	
Rodney	11/26/1966	McConachy NC	Social Credit	4433	0	
Rodney	11/26/1966	Pickett CM	Labour	3276	0	
Roskill	11/26/1966	Faulkner AJ	Labour	9624	1	
Roskill	11/26/1966	Cook AWG	National	5802	0	
Roskill	11/26/1966	Howie RWH	Social Credit	2218	0	
Rotorua	11/26/1966	Lapwood HR	National	7450	1	
Rotorua	11/26/1966	Knipe FB	Labour	5152	0	
Rotorua	11/26/1966	Lamason EJ	Social Credit	2465	0	
Selwyn	11/26/1966	McLachlan CCA	National	7374	1	
Selwyn	11/26/1966	Campbell TK	Labour	4777	0	
Selwyn	11/26/1966	McConnell M	Social Credit	1903	0	
Southern Maori	11/26/1966	Tirikatene Eruera	Labour	5474	1	
Southern Maori	11/26/1966	Pere MBP	National	1642	0	
Southern Maori	11/26/1966	MacDonald JH	Social Credit	457	0	
St Albans	11/26/1966	Walker HJ	National	8455	1	
St Albans	11/26/1966	Adcock EG	Labour	5880	0	
St Albans	11/26/1966	McNeil RA	Social Credit	1344	0	
St Albans	11/26/1966	Sadler MBD	KPP	88	0	
St Kilda	11/26/1966	Fraser WA	Labour	8691	1	
St Kilda	11/26/1966	Hall RM	National	5882	0	
St Kilda	11/26/1966	Chapman GM	Social Credit	1938	0	
Stratford	11/26/1966	Thomson DS	National	7246	1	
Stratford	11/26/1966	Butler MDJ	Labour	3131	0	
Stratford	11/26/1966	Marks OR	Social Credit	2825	0	
Sydenham	11/26/1966	Howard MB	Labour	8071	1	
Sydenham	11/26/1966	Garrett HL	National	4124	0	
Sydenham	11/26/1966	Pounsford JE	Social Credit	2631	0	
Sydenham	11/26/1966	Armstrong AE	I	303	0	
Tamaki	11/26/1966	Muldoon RD	National	9248	1	
Tamaki	11/26/1966	Ryan K	Labour	6421	0	
Tamaki	11/26/1966	Branch KHA	Social Credit	1032	0	
Taupo	11/26/1966	Stevenson RM	National	6608	1	
Taupo	11/26/1966	Gustafson BS	Labour	6350	0	
Taupo	11/26/1966	Dunn JC	Social Credit	1719	0	
Tauranga	11/26/1966	Walsh GA	National	8040	1	
Tauranga	11/26/1966	Smuts-Kennedy OE	Labour	5741	0	
Tauranga	11/26/1966	Johnson RW	Social Credit	3170	0	
Timaru	11/26/1966	Arthur Basil	Labour	8929	1	
Timaru	11/26/1966	Brown NS	National	5821	0	
Timaru	11/26/1966	Hayes MJ	Social Credit	1464	0	
Waimarino	11/26/1966	Jack RE	National	6416	1	
Waimarino	11/26/1966	Cameron SA	Labour	3925	0	
Waimarino	11/26/1966	Luford LV	Social Credit	2442	0	
Waipa	11/26/1966	Munro Leslie	National	6682	1	
Waipa	11/26/1966	Shewan NRD	Labour	3601	0	
Waipa	11/26/1966	Young KH	Social Credit	3027	0	
Wairarapa	11/26/1966	Donald HV	National	7080	1	
Wairarapa	11/26/1966	Williams JH	Labour	6547	0	
Wairarapa	11/26/1966	Marks ROC	Social Credit	1745	0	
Waitakere	11/26/1966	Finlay AM	Labour	9256	1	
Waitakere	11/26/1966	Wilkinson PI	National	5443	0	
Waitakere	11/26/1966	Robertson KED	Social Credit	2968	0	
Waitaki	11/26/1966	Dick AD	National	7574	1	
Waitaki	11/26/1966	Rodger SJ	Labour	5585	0	
Waitaki	11/26/1966	Milmine BR	Social Credit	2489	0	
Waitemata	11/26/1966	King NJ	Labour	11624	1	
Waitemata	11/26/1966	Power TJ	National	7792	0	
Waitemata	11/26/1966	Richards JF	Social Credit	2476	0	
Waitomo	11/26/1966	Seath DC	National	7167	1	
Waitomo	11/26/1966	Ingram AJ	Labour	2725	0	
Waitomo	11/26/1966	Barber JR	Social Credit	2689	0	
Wallace	11/26/1966	Talboys BE	National	7841	1	
Wallace	11/26/1966	Begg AW	Labour	3876	0	
Wallace	11/26/1966	Williams FJ	Social Credit	2870	0	
Wellington Central	11/26/1966	Riddiford DJ	National	7927	1	
Wellington Central	11/26/1966	O'Regan R	Labour	6214	0	
Wellington Central	11/26/1966	Healy GW	Social Credit	799	0	
Wellington Central	11/26/1966	Hughes HJ	Democratic	185	0	
Western Maori	11/26/1966	Ratana IM	Labour	7304	1	
Western Maori	11/26/1966	Te Heuheu TM	National	1724	0	
Western Maori	11/26/1966	Sadler MW	Social Credit	925	0	
Westland	11/26/1966	Blanchfield P	Labour	7621	1	
Westland	11/26/1966	Ferguson GKA	National	3580	0	
Westland	11/26/1966	Fraser IM	Social Credit	2194	0	
Westland	11/26/1966	Mitchell RH	C	138	0	
Whanganui	11/26/1966	Spooner GA	Labour	6499	1	
Whanganui	11/26/1966	Grace JTH	National	5591	0	
Whanganui	11/26/1966	Dempsey PJ	Social Credit	3206	0	
Whanganui	11/26/1966	Turnery DG	CD	233	0	
Southern Maori	3/11/1967	Tirikatene TWM	Labour	4968	1	
Southern Maori	3/11/1967	Pere MBP	National	1371	0	
Southern Maori	3/11/1967	MacDonald JH	Social Credit	347	0	
Fendalton	4/15/1967	Holland ESF	National	7024	1	
